analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2051,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,18718781.81311588,BAU,HC,15.934416703564882,0.5387806092829743,152252056791.39313,0.0,11488.940205478526,20,0.0
2052,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,15755406.964229189,BAU,HC,15.934416703564882,0.5387806092829743,128148997078.88823,0.0,9670.123319572906,21,0.0
2053,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,13307476.547518333,BAU,HC,15.934416703564882,0.5387806092829743,108238382993.66531,0.0,8167.6683807019845,22,0.0
2054,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,11285467.696276952,BAU,HC,15.934416703564882,0.5387806092829743,91792066693.52048,0.0,6926.629352693056,23,0.0
2055,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,9611839.913397511,BAU,HC,15.934416703564882,0.5387806092829743,78179360760.48422,0.0,5899.41456298614,24,0.0
2056,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,8222091.027784868,BAU,HC,15.934416703564882,0.5387806092829743,66875626982.797195,0.0,5046.434812121876,25,0.0
2057,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,7064957.587710267,BAU,HC,15.934416703564882,0.5387806092829743,57463906284.711205,0.0,4336.226368244307,26,0.0
2058,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,6097020.393804527,BAU,HC,15.934416703564882,0.5387806092829743,49591042009.22833,0.0,3742.14003001637,27,0.0
2059,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,5283367.970286458,BAU,HC,15.934416703564882,0.5387806092829743,42973076362.17286,0.0,3242.748342289564,28,0.0
2060,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,4595994.708825316,BAU,HC,15.934416703564882,0.5387806092829743,37382221471.84351,0.0,2820.862432265312,29,0.0
2061,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,4012395.203175819,BAU,HC,15.934416703564882,0.5387806092829743,32635426196.131832,0.0,2462.669260760108,30,0.0
2062,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,3514502.1715753484,BAU,HC,15.934416703564882,0.5387806092829743,28585737552.923306,0.0,2157.0797557435926,31,0.0
2063,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2031-new,3087708.363545194,BAU,HC,15.934416703564882,0.5387806092829743,25114345250.41291,0.0,1895.1284925961584,32,0.0
2031,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2031-new,5970583057.976138,BAU,HC,9.313498543134722,0.5455816248302381,83085578812851.47,3257440405.954513,7087116.787157417,0,5970583057.976138
2032,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2031-new,6519986051.834053,BAU,HC,9.313498543134722,0.5455816248302381,90730973794036.38,3557184584.030112,7739170.602683715,1,6519986051.834053
