analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2065,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2033-new,88101794.85358591,BAU,HC,35.162229409094415,1.0134686008524951,324735755209.13135,0.0,24504.560088081053,32,0.0
2033,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1864766242.923079,BAU,HC,10.408539798057651,1.290310107348395,23219686296356.996,2406126731.085741,1980569.5820203626,0,1864766242.923079
2034,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1729094447.7737625,BAU,HC,10.408539798057651,1.290310107348395,21530328965599.754,2231068042.522477,1836450.9394497967,1,1729094447.7737625
2035,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1610113673.5259953,BAU,HC,10.408539798057651,1.290310107348395,20048804799332.027,2077545946.9304454,1710062.8053590253,2,1610113673.5259953
2036,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1497889050.3764045,BAU,HC,10.408539798057651,1.290310107348395,18651406839051.664,1932741381.3871639,1590853.0949300728,3,1497889050.3764045
2037,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1382110335.3980663,BAU,HC,10.408539798057651,1.290310107348395,17209754057211.148,1783350935.234805,1467871.5528017106,4,1382110335.3980663
2038,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1278378337.849379,BAU,HC,10.408539798057651,1.290310107348395,15918104526812.424,1649504490.342295,1357686.9713008853,5,1278378337.849379
2039,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1179160179.7341425,BAU,HC,10.408539798057651,1.290310107348395,14682660398047.611,1521482298.093714,1252298.788009879,6,1179160179.7341425
2040,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,1083246027.0407891,BAU,HC,10.408539798057651,1.290310107348395,13488357066264.047,1397723297.4357228,1150421.9741816607,7,1083246027.0407891
2041,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,993619637.0981778,BAU,HC,10.408539798057651,1.290310107348395,12372347664956.879,1282077460.6076229,1055237.5323441722,8,993619637.0981778
2042,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,908941153.4849682,BAU,HC,10.408539798057651,1.290310107348395,11317948577129.205,1172815957.3265631,965307.8341433499,9,908941153.4849682
2043,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,827311778.648393,BAU,HC,10.408539798057651,1.290310107348395,10301516365603.379,1067488749.9183996,878616.3308223123,10,827311778.648393
2044,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,747386923.7907373,BAU,HC,10.408539798057651,1.290310107348395,9306308486803.75,964360901.8672129,793735.0508394919,11,747386923.7907373
2045,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,670758965.4437897,BAU,HC,10.408539798057651,1.290310107348395,8352152886283.354,865487072.7066746,712355.1196711073,12,670758965.4437897
2046,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,597947422.9153676,BAU,HC,10.408539798057651,1.290310107348395,7445518511771.268,771537603.4506241,635028.2738689715,13,597947422.9153676
2047,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,529076557.1563667,BAU,HC,10.408539798057651,1.290310107348395,6587952635109.01,682672829.2599508,561886.4802484475,14,529076557.1563667
2048,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,465492917.9702663,BAU,HC,10.408539798057651,1.290310107348395,5796222217913.28,600630216.9561318,494359.7929658237,15,465492917.9702663
2049,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,407676249.90462285,BAU,HC,10.408539798057651,1.290310107348395,5076300940766.791,526028785.777825,432957.70723799965,16,407676249.90462285
2050,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,355590823.4449639,BAU,HC,10.408539798057651,1.290310107348395,4427743907092.978,0.0,377642.2778359601,17,0.0
2051,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,306322417.1070895,BAU,HC,10.408539798057651,1.290310107348395,3814263829454.057,0.0,325318.5620141365,18,0.0
2052,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,262917694.9911171,BAU,HC,10.408539798057651,1.290310107348395,3273797143541.9395,0.0,279222.158372692,19,0.0
2053,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,243925990.51696393,BAU,HC,10.408539798057651,1.290310107348395,3037316339689.7075,0.0,259052.71061213518,20,0.0
2054,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,225868966.52719617,BAU,HC,10.408539798057651,1.290310107348395,2812473985276.9805,0.0,239875.9062042737,21,0.0
2055,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,209040265.14311606,BAU,HC,10.408539798057651,1.290310107348395,2602926451693.959,0.0,222003.59706497777,22,0.0
2056,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,193641772.94805485,BAU,HC,10.408539798057651,1.290310107348395,2411187589215.5415,0.0,205650.18948419354,23,0.0
2057,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,179770853.92891794,BAU,HC,10.408539798057651,1.290310107348395,2238469754211.3735,0.0,190919.08533668806,24,0.0
2058,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,167436948.35996634,BAU,HC,10.408539798057651,1.290310107348395,2084890495037.8362,0.0,177820.31032177707,25,0.0
2059,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,156600151.8384962,BAU,HC,10.408539798057651,1.290310107348395,1949952930267.4895,0.0,166311.48542251418,26,0.0
2060,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,147184043.4618289,BAU,HC,10.408539798057651,1.290310107348395,1832705482514.472,0.0,156311.45060365932,27,0.0
2061,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,139117313.01374915,BAU,HC,10.408539798057651,1.290310107348395,1732260211611.2014,0.0,147744.4734483194,28,0.0
2062,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,132242748.64266932,BAU,HC,10.408539798057651,1.290310107348395,1646659547867.756,0.0,140443.59283764093,29,0.0
2063,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,126393520.71082214,BAU,HC,10.408539798057651,1.290310107348395,1573826162895.8772,0.0,134231.63343338936,30,0.0
2064,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,121406900.1795694,BAU,HC,10.408539798057651,1.290310107348395,1511733788125.5356,0.0,128935.77478922694,31,0.0
2065,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Diesel CI,2033-new,117133851.61879525,BAU,HC,10.408539798057651,1.290310107348395,1458526664987.8137,0.0,124397.73925681064,32,0.0
2033,Class 4-6 Vocational,Class 6 Box Truck,Local-Regional,Battery Electric,2033-new,1015659248.8236207,BAU,HC,30.929287462335523,1.036503524515723,4255982848104.2354,1052734391.1126746,371177.0321317147,0,1015659248.8236207
2034,Class 4-6 Vocational,Class 6 Box Truck,Local-Regional,Battery Electric,2033-new,941764564.1301081,BAU,HC,30.929287462335523,1.036503524515723,3946337156415.8853,976142289.9848708,337546.00233687635,1,941764564.1301081
