analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2048,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,107701010.86169413,BAU,HC,16.36000682085075,0.6415234388451362,853214162168.9126,69092722.85509138,72770.63589138656,16,107701010.86169413
2049,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,93848066.19378912,BAU,HC,16.36000682085075,0.6415234388451362,743470265766.8899,0.0,63410.57896725804,17,0.0
2050,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,81520509.3325775,BAU,HC,16.36000682085075,0.6415234388451362,645810587229.2834,0.0,55081.184984785585,18,0.0
2051,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,70049826.62234853,BAU,HC,16.36000682085075,0.6415234388451362,554939119451.8687,0.0,47330.75749804988,19,0.0
2052,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,65051812.52003276,BAU,HC,16.36000682085075,0.6415234388451362,515344538298.9405,0.0,43953.73567151664,20,0.0
2053,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,60322303.34605105,BAU,HC,16.36000682085075,0.6415234388451362,477877070026.69775,0.0,40758.13530257705,21,0.0
2054,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,55899861.47345618,BAU,HC,16.36000682085075,0.6415234388451362,442842208172.78,0.0,37770.01193505641,22,0.0
2055,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,51842797.76851806,BAU,HC,16.36000682085075,0.6415234388451362,410701895076.55585,0.0,35028.76463107945,23,0.0
2056,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,48186262.131320186,BAU,HC,16.36000682085075,0.6415234388451362,381734590450.79987,0.0,32558.14321954872,24,0.0
2057,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,44937474.122998804,BAU,HC,16.36000682085075,0.6415234388451362,355997488111.5847,0.0,30363.02576103706,25,0.0
2058,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,42084057.51466493,BAU,HC,16.36000682085075,0.6415234388451362,333392542797.51666,0.0,28435.049975200196,26,0.0
2059,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,39601644.211433515,BAU,HC,16.36000682085075,0.6415234388451362,313726708932.7496,0.0,26757.75100487421,27,0.0
2060,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,37460575.719998814,BAU,HC,16.36000682085075,0.6415234388451362,296765030073.3783,0.0,25311.089414958435,28,0.0
2061,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,35624512.17971035,BAU,HC,16.36000682085075,0.6415234388451362,282219619564.3922,0.0,24070.511352647012,29,0.0
2062,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,34054558.08930384,BAU,HC,16.36000682085075,0.6415234388451362,269782344805.56943,0.0,23009.736188467017,30,0.0
2063,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,32710756.668714825,BAU,HC,16.36000682085075,0.6415234388451362,259136665679.47827,0.0,22101.7662158027,31,0.0
2064,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2032-new,31555848.257457167,BAU,HC,16.36000682085075,0.6415234388451362,249987408819.12784,0.0,21321.426098183416,32,0.0
2032,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,2414064349.990122,BAU,HC,34.96144712994697,1.0171011833446988,8949137857982.72,2455347707.045204,795506.7624718,0,2414064349.990122
2033,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,2239179340.9303117,BAU,HC,34.96144712994697,1.0171011833446988,8300824545465.926,2277471957.3812227,723939.8110837198,1,2239179340.9303117
2034,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,2078920328.785031,BAU,HC,34.96144712994697,1.0171011833446988,7706731023195.8545,2114472326.4866054,659187.5313380342,2,2078920328.785031
2035,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,1930384868.1471636,BAU,HC,34.96144712994697,1.0171011833446988,7156097684008.901,1963396733.7031806,600074.5712925665,3,1930384868.1471636
2036,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,1774876575.635336,BAU,HC,34.96144712994697,1.0171011833446988,6579615475589.916,1805229065.369487,540686.481322077,4,1774876575.635336
2037,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,1633259333.0344372,BAU,HC,34.96144712994697,1.0171011833446988,6054628547586.935,1661190000.3380995,487379.43419510545,5,1633259333.0344372
2038,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,1502368377.1996577,BAU,HC,34.96144712994697,1.0171011833446988,5569404859107.644,1528060654.2694266,438969.35218514624,6,1502368377.1996577
2039,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2032-new,1378255693.1964214,BAU,HC,34.96144712994697,1.0171011833446988,5109308789558.481,1401825496.5016484,394126.9707177517,7,1378255693.1964214
