analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2042,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,244118698.44737816,BAU,BAU,47.92632647223918,0.664798661198554,660159170150.4392,162289783.90135053,49815.61097955214,15,244118698.44737816
2043,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,215001808.68970823,BAU,BAU,47.92632647223918,0.664798661198554,581419680295.5536,142932914.57218567,43873.929075102475,16,215001808.68970823
2044,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,187828734.5377221,BAU,BAU,47.92632647223918,0.664798661198554,507936763187.1851,0.0,38328.90815010499,17,0.0
2045,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,163081834.49692425,BAU,BAU,47.92632647223918,0.664798661198554,441014839145.1784,0.0,33278.97976189516,18,0.0
2046,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,140824048.79116717,BAU,BAU,47.92632647223918,0.664798661198554,380824114574.08923,0.0,28736.987685760774,19,0.0
2047,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,131085314.36784603,BAU,BAU,47.92632647223918,0.664798661198554,354488094940.58685,0.0,26749.671644216683,20,0.0
2048,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,121736755.89496824,BAU,BAU,47.92632647223918,0.664798661198554,329207210506.8687,0.0,24841.976104848312,21,0.0
2049,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,113191930.49441612,BAU,BAU,47.92632647223918,0.664798661198554,306099825118.5887,0.0,23098.2928034487,22,0.0
2050,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,105553693.16660771,BAU,BAU,47.92632647223918,0.664798661198554,285444084907.7459,0.0,21539.610647138506,23,0.0
2051,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,98005195.08075579,BAU,BAU,47.92632647223918,0.664798661198554,265031022475.69153,0.0,19999.240956015685,24,0.0
2052,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,91340061.07419007,BAU,BAU,47.92632647223918,0.664798661198554,247006801624.52078,0.0,18639.13325058634,25,0.0
2053,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,85533006.26119465,BAU,BAU,47.92632647223918,0.664798661198554,231303045579.82956,0.0,17454.127819453937,26,0.0
2054,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,80483834.8287179,BAU,BAU,47.92632647223918,0.664798661198554,217648799329.90674,0.0,16423.778397434762,27,0.0
2055,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,76133955.17366885,BAU,BAU,47.92632647223918,0.664798661198554,205885616248.9087,0.0,15536.12860214265,28,0.0
2056,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,72414191.91892359,BAU,BAU,47.92632647223918,0.664798661198554,195826428488.9098,0.0,14777.062293773133,29,0.0
2057,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,69240902.72839043,BAU,BAU,47.92632647223918,0.664798661198554,187245045858.2741,0.0,14129.511160465365,30,0.0
2058,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,66527709.6841716,BAU,BAU,47.92632647223918,0.664798661198554,179907880455.0449,0.0,13575.848659137688,31,0.0
2059,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2027-new,64194717.02968992,BAU,BAU,47.92632647223918,0.664798661198554,173598873793.3463,0.0,13099.771016445913,32,0.0
2027,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,2570984720.389223,BAU,BAU,15.116099930185575,0.6388833922834708,22043548019992.12,1642559439.6712375,1889903.5894940246,0,2570984720.389223
2028,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,2357673700.7088118,BAU,BAU,15.116099930185575,0.6388833922834708,20214625557626.504,1506278571.80637,1730169.8014772525,1,2357673700.7088118
2029,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,2175454900.438536,BAU,BAU,15.116099930185575,0.6388833922834708,18652286877801.492,1389862006.5518723,1593744.6522737488,2,2175454900.438536
2030,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,2014789727.9885623,BAU,BAU,15.116099930185575,0.6388833922834708,17274748374381.24,1287215696.155224,1473536.0363347197,3,2014789727.9885623
2031,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,1854761317.358712,BAU,BAU,15.116099930185575,0.6388833922834708,15902669448238.078,1184976202.310293,1356481.8012652597,4,1854761317.358712
2032,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,1708054245.6773267,BAU,BAU,15.116099930185575,0.6388833922834708,14644807293774.766,1091247490.6825154,1249172.7725444,5,1708054245.6773267
2033,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,1570149726.4024754,BAU,BAU,15.116099930185575,0.6388833922834708,13462417966953.367,1003142583.596977,1148303.8653272213,6,1570149726.4024754
2034,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,1441271469.7277744,BAU,BAU,15.116099930185575,0.6388833922834708,12357419552450.324,920804405.7810642,1054038.4581458028,7,1441271469.7277744
2035,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,1319384986.371534,BAU,BAU,15.116099930185575,0.6388833922834708,11312368398492.281,842933155.8209265,964888.4625493991,8,1319384986.371534
2036,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,1201497379.661554,BAU,BAU,15.116099930185575,0.6388833922834708,10301603496287.814,767616721.7378749,878664.968612373,9,1201497379.661554
2037,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,1089682025.3532846,BAU,BAU,15.116099930185575,0.6388833922834708,9342901909102.334,696179748.8680295,796884.1325330654,10,1089682025.3532846
2038,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,985464224.6700221,BAU,BAU,15.116099930185575,0.6388833922834708,8449341525144.987,629596726.8311841,720661.2373626663,11,985464224.6700221
2039,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,886459399.4850607,BAU,BAU,15.116099930185575,0.6388833922834708,7600477041094.213,566344188.264584,648252.2873119665,12,886459399.4850607
2040,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,792032184.3237698,BAU,BAU,15.116099930185575,0.6388833922834708,6790860851898.455,506016208.7184573,579192.5220584193,13,792032184.3237698
2041,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,705208567.969247,BAU,BAU,15.116099930185575,0.6388833922834708,6046437697142.969,450546042.1715611,515700.6711893238,14,705208567.969247
2042,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,625083871.2949488,BAU,BAU,15.116099930185575,0.6388833922834708,5359450884378.168,399355704.15460134,457107.565928614,15,625083871.2949488
2043,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,550527934.8363746,BAU,BAU,15.116099930185575,0.6388833922834708,4720210459312.065,351723154.5550766,402586.75007472606,16,550527934.8363746
2044,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,480949281.11612505,BAU,BAU,15.116099930185575,0.6388833922834708,4123645111301.546,0.0,351705.69154290884,17,0.0
2045,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,417583024.54325724,BAU,BAU,15.116099930185575,0.6388833922834708,3580344675272.6274,0.0,305367.5973540024,18,0.0
2046,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,360590328.18736106,BAU,BAU,15.116099930185575,0.6388833922834708,3091690958684.2876,0.0,263690.3218661829,19,0.0
2047,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,335653582.85175055,BAU,BAU,15.116099930185575,0.6388833922834708,2877884031358.5483,0.0,245454.7290345706,20,0.0
2048,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,311715911.7170944,BAU,BAU,15.116099930185575,0.6388833922834708,2672643137097.735,0.0,227949.73316306583,21,0.0
2049,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,289836258.19244695,BAU,BAU,15.116099930185575,0.6388833922834708,2485047625811.1724,0.0,211949.7120054349,22,0.0
2050,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,270277990.0667251,BAU,BAU,15.116099930185575,0.6388833922834708,2317355605240.9517,0.0,197647.2595710008,23,0.0
2051,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2027-new,250949505.86630675,BAU,BAU,15.116099930185575,0.6388833922834708,2151633745345.5427,0.0,183512.84214052136,24,0.0
