analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2050,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,211559336.81732017,BAU,BAU,16.502480761832928,0.8146178316735908,1661516728540.839,0.0,157877.31954595054,16,0.0
2051,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,177768811.07735372,BAU,BAU,16.502480761832928,0.8146178316735908,1396137168235.148,0.0,132660.95372570376,17,0.0
2052,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,148530941.2697956,BAU,BAU,16.502480761832928,0.8146178316735908,1166512654739.4155,0.0,110842.03245333927,18,0.0
2053,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,124242830.17505935,BAU,BAU,16.502480761832928,0.8146178316735908,975761901330.6498,0.0,92716.89586443834,19,0.0
2054,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,104169210.46401717,BAU,BAU,16.502480761832928,0.8146178316735908,818110362740.9658,0.0,77736.84666764658,20,0.0
2055,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,87615641.14145292,BAU,BAU,16.502480761832928,0.8146178316735908,688104130162.1102,0.0,65383.65444800371,21,0.0
2056,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,73968172.39606243,BAU,BAU,16.502480761832928,0.8146178316735908,580921445796.4249,0.0,55199.15577957629,22,0.0
2057,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,62715772.52032173,BAU,BAU,16.502480761832928,0.8146178316735908,492548836432.84985,0.0,46801.990437849396,23,0.0
2058,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,53413658.80449807,BAU,BAU,16.502480761832928,0.8146178316735908,419493126473.9176,0.0,39860.23687755165,24,0.0
2059,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,45696833.147572175,BAU,BAU,16.502480761832928,0.8146178316735908,358887742125.94666,0.0,34101.51325680745,25,0.0
2060,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,39268997.581438996,BAU,BAU,16.502480761832928,0.8146178316735908,308405657609.5724,0.0,29304.70558606157,26,0.0
2061,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,33890335.14843391,BAU,BAU,16.502480761832928,0.8146178316735908,266163430232.3476,0.0,25290.84914067767,27,0.0
2062,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,29368155.328814838,BAU,BAU,16.502480761832928,0.8146178316735908,230647732684.7849,0.0,21916.14755970826,28,0.0
2063,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,25547108.630936675,BAU,BAU,16.502480761832928,0.8146178316735908,200638501683.3549,0.0,19064.67042995238,29,0.0
2064,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,22302151.808970958,BAU,BAU,16.502480761832928,0.8146178316735908,175153689128.1694,0.0,16643.10354095866,30,0.0
2065,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,19533794.901712902,BAU,BAU,16.502480761832928,0.8146178316735908,153411933925.21838,0.0,14577.20196157425,31,0.0
2066,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Battery Electric,2034-new,17161160.199006815,BAU,BAU,16.502480761832928,0.8146178316735908,134778049415.2347,0.0,12806.6102554356,32,0.0
2034,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,4550001866.902036,BAU,BAU,9.508240631318616,0.6706675575019817,62020200668612.82,3051538638.704645,5290075.036229999,0,4550001866.902036
2035,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,4976660619.669731,BAU,BAU,9.508240631318616,0.6706675575019817,67835904098574.12,3337684822.3101974,5786063.440087879,1,4976660619.669731
2036,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,4843759948.797818,BAU,BAU,9.508240631318616,0.6706675575019817,66024360605278.5,3248552653.9861565,5631481.813466625,2,4843759948.797818
2037,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,4407529182.845033,BAU,BAU,9.508240631318616,0.6706675575019817,60078182903897.586,2955986831.6773834,5124248.454422138,3,4407529182.845033
2038,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,3840854638.3693423,BAU,BAU,9.508240631318616,0.6706675575019817,52353951136470.54,2575936599.035324,4465373.200331845,4,3840854638.3693423
2039,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,3414992830.6562543,BAU,BAU,9.508240631318616,0.6706675575019817,46549110711328.664,2290324900.6230087,3970220.2016799334,5,3414992830.6562543
2040,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,3019839283.2670074,BAU,BAU,9.508240631318616,0.6706675575019817,41162848678719.49,2025308236.157219,3510779.3638079856,6,3019839283.2670074
2041,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,2653899371.2030625,BAU,BAU,9.508240631318616,0.6706675575019817,36174792092643.14,1779884209.140803,3085348.0175815336,7,2653899371.2030625
2042,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,2319478856.7572327,BAU,BAU,9.508240631318616,0.6706675575019817,31616370355609.234,1555599219.5388622,2696560.2276299116,8,2319478856.7572327
2043,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,2011775256.8045397,BAU,BAU,9.508240631318616,0.6706675575019817,27422121743462.137,1349232397.7240226,2338832.763499886,9,2011775256.8045397
2044,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,1729045502.8646603,BAU,BAU,9.508240631318616,0.6706675575019817,23568286824867.28,1159614724.2160275,2010139.1832929305,10,1729045502.8646603
2045,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,1475397214.950825,BAU,BAU,9.508240631318616,0.6706675575019817,20110855778497.812,989501046.496296,1715254.8893480785,11,1475397214.950825
2046,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,1248500930.480519,BAU,BAU,9.508240631318616,0.6706675575019817,17018076147751.781,837329069.5843211,1451471.7146417494,12,1248500930.480519
2047,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,1067609594.0899479,BAU,BAU,9.508240631318616,0.6706675575019817,14552381119412.066,716011118.8339875,1241172.5856746552,13,1067609594.0899479
2048,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,908307994.3669485,BAU,BAU,9.508240631318616,0.6706675575019817,12380971640765.322,0.0,1055973.0712408745,14,0.0
2049,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,760154347.3353052,BAU,BAU,9.508240631318616,0.6706675575019817,10361517761959.436,0.0,883733.8499175203,15,0.0
2050,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,629963596.2610457,BAU,BAU,9.508240631318616,0.6706675575019817,8586912664418.969,0.0,732377.7811482939,16,0.0
2051,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,529345011.2581929,BAU,BAU,9.508240631318616,0.6706675575019817,7215400077080.689,0.0,615401.472574212,17,0.0
2052,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,442282942.1097817,BAU,BAU,9.508240631318616,0.6706675575019817,6028673750991.17,0.0,514185.58422203694,18,0.0
2053,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,369959848.07002383,BAU,BAU,9.508240631318616,0.6706675575019817,5042851560906.054,0.0,430104.80962967733,19,0.0
2054,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,310186311.9388147,BAU,BAU,9.508240631318616,0.6706675575019817,4228089981906.0273,0.0,360613.7945567651,20,0.0
2055,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,260894485.73875564,BAU,BAU,9.508240631318616,0.6706675575019817,3556202575773.7017,0.0,303308.51768773905,21,0.0
2056,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,220256201.36877662,BAU,BAU,9.508240631318616,0.6706675575019817,3002269934605.289,0.0,256063.6027224851,22,0.0
2057,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,186749751.59950972,BAU,BAU,9.508240631318616,0.6706675575019817,2545549959719.294,0.0,217109.9560644586,23,0.0
2058,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,159050699.8941741,BAU,BAU,9.508240631318616,0.6706675575019817,2167989511317.7935,0.0,184907.82542029463,24,0.0
2059,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,136072185.61213008,BAU,BAU,9.508240631318616,0.6706675575019817,1854773800967.0442,0.0,158193.65748447922,25,0.0
2060,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,116931917.58929898,BAU,BAU,9.508240631318616,0.6706675575019817,1593876487437.9692,0.0,135941.7256135844,26,0.0
2061,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,100915789.063164,BAU,BAU,9.508240631318616,0.6706675575019817,1375563718744.2036,0.0,117321.82957169313,27,0.0
2062,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,87450022.41365765,BAU,BAU,9.508240631318616,0.6706675575019817,1192014442460.5598,0.0,101666.91179746116,28,0.0
2063,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,76072030.99295634,BAU,BAU,9.508240631318616,0.6706675575019817,1036923228927.0326,0.0,88439.18219518661,29,0.0
2064,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,66409471.542590484,BAU,BAU,9.508240631318616,0.6706675575019817,905214738773.7924,0.0,77205.76507001676,30,0.0
2065,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,58166091.22543486,BAU,BAU,9.508240631318616,0.6706675575019817,792850806535.2802,0.0,67622.24528939405,31,0.0
2066,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2034-new,51101059.199828126,BAU,BAU,9.508240631318616,0.6706675575019817,696548713310.7235,0.0,59408.63975827161,32,0.0
2035,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2035-new,2182792499.018974,BAU,BAU,50.55907983811364,0.5956045552172182,5595450366999.978,1300081155.5096762,542562.8448361527,0,2182792499.018974
2036,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2035-new,2013885272.663078,BAU,BAU,50.55907983811364,0.5956045552172182,5162467386654.016,1199479242.0829988,498570.45033349824,1,2013885272.663078
2037,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2035-new,1857231400.4339993,BAU,BAU,50.55907983811364,0.5956045552172182,4760895103786.945,1106175482.1909435,457936.2173479549,2,1857231400.4339993
2038,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2035-new,1714647590.7345588,BAU,BAU,50.55907983811364,0.5956045552172182,4395390535363.9004,1021251915.6337317,421069.6225067909,3,1714647590.7345588
