analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2036,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,778286520.8744454,BAU,BAU,49.07543533832712,0.6149991576476012,2055403560712.885,478645554.7462661,198502.65427940758,6,778286520.8744454
2037,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,715683254.3228097,BAU,BAU,49.07543533832712,0.6149991576476012,1890072447387.272,440144598.5510219,181800.39849683954,7,715683254.3228097
2038,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,657171657.22493,BAU,BAU,49.07543533832712,0.6149991576476012,1735547164226.9578,404160015.6232101,166261.94723861408,8,657171657.22493
2039,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,600976329.9474097,BAU,BAU,49.07543533832712,0.6149991576476012,1587138997460.988,369599936.6838038,151427.3446087554,9,600976329.9474097
2040,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,546542941.6395494,BAU,BAU,49.07543533832712,0.6149991576476012,1443383995737.5386,336123448.7265649,137150.34727498092,10,546542941.6395494
2041,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,495469384.95992154,BAU,BAU,49.07543533832712,0.6149991576476012,1308502088570.97,304713254.3905268,124333.86845601357,11,495469384.95992154
2042,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,447186096.2230972,BAU,BAU,49.07543533832712,0.6149991576476012,1180989095693.8818,275019072.4889239,112217.58387283265,12,447186096.2230972
2043,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,400913351.9578803,BAU,BAU,49.07543533832712,0.6149991576476012,1058785818654.1825,246561373.74377266,100605.82848852042,13,400913351.9578803
2044,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,356212055.6950915,BAU,BAU,49.07543533832712,0.6149991576476012,940732632529.6346,219070114.19640166,89388.41474296588,14,356212055.6950915
2045,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,314065636.63487047,BAU,BAU,49.07543533832712,0.6149991576476012,829426709217.0419,193150101.97650293,78812.12590980332,15,314065636.63487047
2046,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,274885694.08713025,BAU,BAU,49.07543533832712,0.6149991576476012,725955055447.8475,169054470.31296128,68980.24936865448,16,274885694.08713025
2047,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,238832345.8659391,BAU,BAU,49.07543533832712,0.6149991576476012,630740531847.724,0.0,59932.96533617073,17,0.0
2048,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,206527511.07753864,BAU,BAU,49.07543533832712,0.6149991576476012,545425585910.18353,0.0,51826.33917318564,18,0.0
2049,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,178092693.40035722,BAU,BAU,49.07543533832712,0.6149991576476012,470331100865.99396,0.0,44690.861204286746,19,0.0
2050,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,166184758.54462457,BAU,BAU,49.07543533832712,0.6149991576476012,438883027377.9548,0.0,41702.665261453265,20,0.0
2051,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,153657521.11421517,BAU,BAU,49.07543533832712,0.6149991576476012,405799416484.33496,0.0,38559.06055434151,21,0.0
2052,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,142092540.74611527,BAU,BAU,49.07543533832712,0.6149991576476012,375257063262.72253,0.0,35656.926151223895,22,0.0
2053,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,131592441.6010936,BAU,BAU,49.07543533832712,0.6149991576476012,347526991378.31244,0.0,33022.01472076725,23,0.0
2054,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,122131402.23432629,BAU,BAU,49.07543533832712,0.6149991576476012,322541008092.0421,0.0,30647.846588905843,24,0.0
2055,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,113731914.62307596,BAU,BAU,49.07543533832712,0.6149991576476012,300358513237.923,0.0,28540.06592786744,25,0.0
2056,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,106371029.9182463,BAU,BAU,49.07543533832712,0.6149991576476012,280918900413.45184,0.0,26692.913917286194,26,0.0
2057,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,99983110.08450441,BAU,BAU,49.07543533832712,0.6149991576476012,264048823880.36536,0.0,25089.919245112316,27,0.0
2058,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,94473984.678949,BAU,BAU,49.07543533832712,0.6149991576476012,249499585686.86572,0.0,23707.45063196598,28,0.0
2059,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,89744447.24653961,BAU,BAU,49.07543533832712,0.6149991576476012,237009188104.01028,0.0,22520.613053643057,29,0.0
2060,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,85697719.83732344,BAU,BAU,49.07543533832712,0.6149991576476012,226322046925.21664,0.0,21505.120898834084,30,0.0
2061,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,82262234.20105125,BAU,BAU,49.07543533832712,0.6149991576476012,217249155104.29947,0.0,20643.014718010534,31,0.0
2062,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Battery Electric,2030-new,79335004.21922792,BAU,BAU,49.07543533832712,0.6149991576476012,209518533069.49258,0.0,19908.451012263184,32,0.0
2030,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2030-new,2392020129.5263085,BAU,BAU,15.633260445955925,0.6466776697501623,19830653366198.727,1546866003.3575544,1691554.7321367515,0,2392020129.5263085
2031,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2030-new,2219485250.1907296,BAU,BAU,15.633260445955925,0.6466776697501623,18400281044724.848,1435291549.638197,1569525.5728339849,1,2219485250.1907296
2032,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2030-new,2056815374.4404073,BAU,BAU,15.633260445955925,0.6466776697501623,17051692929052.896,1330096573.44943,1454475.303462354,2,2056815374.4404073
2033,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2030-new,1905756960.8906574,BAU,BAU,15.633260445955925,0.6466776697501623,15799367749939.041,1232410470.5789216,1347638.6709665505,3,1905756960.8906574
