analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2044,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,241262791.91162062,BAU,BAU,7.008592610081041,0.5943442637807744,4461504025890.874,0.0,380521.6783682327,24,0.0
2045,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,207150782.82802278,BAU,BAU,7.008592610081041,0.5943442637807744,3830694506313.365,0.0,326719.93444346695,25,0.0
2046,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,178835343.88681898,BAU,BAU,7.008592610081041,0.5943442637807744,3307076903159.1875,0.0,282060.58907044714,26,0.0
2047,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,155140260.58127865,BAU,BAU,7.008592610081041,0.5943442637807744,2868900304422.762,0.0,244688.5069642174,27,0.0
2048,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,135315400.30811605,BAU,BAU,7.008592610081041,0.5943442637807744,2502293032656.4653,0.0,213420.57275526994,28,0.0
2049,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,118576467.86257726,BAU,BAU,7.008592610081041,0.5943442637807744,2192751665323.5212,0.0,187019.78953544312,29,0.0
2050,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,104353310.66982496,BAU,BAU,7.008592610081041,0.5943442637807744,1929732769730.2522,0.0,164586.9079302932,30,0.0
2051,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,91912433.41599812,BAU,BAU,7.008592610081041,0.5943442637807744,1699672330183.0913,0.0,144965.05304131587,31,0.0
2052,Class 7&8 Sleeper Tractor,Class 8 Sleeper Tractor,Long-haul,Diesel CI,2020-new,80776599.27124682,BAU,BAU,7.008592610081041,0.5943442637807744,1493745139857.5283,0.0,127401.5229784486,32,0.0
2021,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,3418378883.708442,BAU,BAU,14.081778898644876,0.4245426209127292,31461862766902.793,1451247530.5623116,2724754.624927616,0,3418378883.708442
2022,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,3210020658.691553,BAU,BAU,14.081778898644876,0.4245426209127292,29544188306333.57,1362790583.6249173,2554390.520965601,1,3210020658.691553
2023,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,2937861461.0622544,BAU,BAU,14.081778898644876,0.4245426209127292,27039306425810.668,1247247404.5578694,2333897.734143848,2,2937861461.0622544
2024,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,2695404103.7621026,BAU,BAU,14.081778898644876,0.4245426209127292,24807792494292.39,1144313922.630089,2137687.4792331755,3,2695404103.7621026
2025,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,2465144052.9676704,BAU,BAU,14.081778898644876,0.4245426209127292,22688539373077.41,1046558717.1743226,1951781.5995689842,4,2465144052.9676704
2026,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,2245246471.5244627,BAU,BAU,14.081778898644876,0.4245426209127292,20664659702186.574,953202821.6160529,1774680.975223783,5,2245246471.5244627
2027,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,2049041084.407547,BAU,BAU,14.081778898644876,0.4245426209127292,18858836774535.367,869905272.3322408,1616862.37086479,6,2049041084.407547
2028,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,1872890001.1395774,BAU,BAU,14.081778898644876,0.4245426209127292,17237588400216.54,795121629.7650405,1475365.1911745337,7,1872890001.1395774
2029,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,1713562537.763638,BAU,BAU,14.081778898644876,0.4245426209127292,15771180211345.898,727480330.8800424,1347568.4931584504,8,1713562537.763638
2030,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,1568430633.283918,BAU,BAU,14.081778898644876,0.4245426209127292,14435424223733.834,665865651.7741661,1231341.686284496,9,1568430633.283918
2031,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,1431006871.8563552,BAU,BAU,14.081778898644876,0.4245426209127292,13170611963293.268,607523407.922023,1123440.0298569524,10,1431006871.8563552
2032,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,1303881858.4564886,BAU,BAU,14.081778898644876,0.4245426209127292,12000586678826.174,553553421.5496778,1023626.042530515,11,1303881858.4564886
2033,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,1184280482.0753624,BAU,BAU,14.081778898644876,0.4245426209127292,10899806976386.197,502777539.7560648,929720.8356648134,12,1184280482.0753624
2034,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,1072842228.2334201,BAU,BAU,14.081778898644876,0.4245426209127292,9874158512996.76,455467251.4000686,842226.2245245716,13,1072842228.2334201
2035,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,969653715.8068752,BAU,BAU,14.081778898644876,0.4245426209127292,8924438506078.504,411659329.8864175,761209.9823759659,14,969653715.8068752
2036,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,873927826.7890257,BAU,BAU,14.081778898644876,0.4245426209127292,8043402527921.489,371019610.0735786,686053.9752165356,15,873927826.7890257
2037,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,788337765.9683064,BAU,BAU,14.081778898644876,0.4245426209127292,7255654054343.564,334682981.32867056,618856.5012571258,16,788337765.9683064
2038,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,714878496.7616884,BAU,BAU,14.081778898644876,0.4245426209127292,6579554205450.188,0.0,561183.3372912576,17,0.0
2039,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,652754065.4153396,BAU,BAU,14.081778898644876,0.4245426209127292,6007777231632.033,0.0,512409.3278631278,18,0.0
2040,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,552518248.6286193,BAU,BAU,14.081778898644876,0.4245426209127292,5085233061030.615,0.0,433719.5277753012,19,0.0
2041,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,522977680.7480652,BAU,BAU,14.081778898644876,0.4245426209127292,4813349421348.725,0.0,410530.57214683277,20,0.0
2042,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,494383257.3545629,BAU,BAU,14.081778898644876,0.4245426209127292,4550173847396.807,0.0,388084.32744447363,21,0.0
2043,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,466339495.761699,BAU,BAU,14.081778898644876,0.4245426209127292,4292066420245.4766,0.0,366070.34498273674,22,0.0
2044,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,438499625.3676168,BAU,BAU,14.081778898644876,0.4245426209127292,4035835554216.7354,0.0,344216.4144191454,23,0.0
2045,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,412010985.4171652,BAU,BAU,14.081778898644876,0.4245426209127292,3792041058827.474,0.0,323423.1819073953,24,0.0
2046,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,387127075.41119355,BAU,BAU,14.081778898644876,0.4245426209127292,3563016077002.606,0.0,303889.6412075523,25,0.0
2047,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,363776664.83493036,BAU,BAU,14.081778898644876,0.4245426209127292,3348105021764.5615,0.0,285559.87730629946,26,0.0
2048,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,342508973.9466201,BAU,BAU,14.081778898644876,0.4245426209127292,3152362772335.7837,0.0,268865.020852519,27,0.0
2049,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,323605126.1837818,BAU,BAU,14.081778898644876,0.4245426209127292,2978376715109.844,0.0,254025.75003171864,28,0.0
2050,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,306925946.7615856,BAU,BAU,14.081778898644876,0.4245426209127292,2824865921866.1177,0.0,240932.8144759612,29,0.0
2051,Class 4-6 Vocational,Class 4 Step Van,Last-mile,Diesel CI,2021-new,289670727.8486665,BAU,BAU,14.081778898644876,0.4245426209127292,2666053412217.6323,0.0,227387.69552804186,30,0.0
