analysis_year,veh_class,veh_sub_class,op_segment,powertrain,veh_year,vmt,payload_scenario,conn_scenario,mpgge,discounted_cost_per_mi,energy_btu,discounted_cost,co2e_mtonnes,veh_age,discounted_vmt
2041,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,1009253022.8051901,BAU,HC,17.10238078108754,0.6389827773315185,7648305794086.571,644895299.5422908,652324.0011776437,4,1009253022.8051901
2042,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,932275965.048814,BAU,HC,17.10238078108754,0.6389827773315185,7064959434406.191,595708285.386313,602570.3901605041,5,932275965.048814
2043,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,858672850.6051037,BAU,HC,17.10238078108754,0.6389827773315185,6507181440243.764,548677162.8988212,554997.5050383906,6,858672850.6051037
2044,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,786910668.2980269,BAU,HC,17.10238078108754,0.6389827773315185,5963354369793.209,502822364.34087455,508614.4941996628,7,786910668.2980269
2045,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,718434472.2205534,BAU,HC,17.10238078108754,0.6389827773315185,5444429109841.384,459067254.3901929,464355.35877837165,8,718434472.2205534
2046,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,653229939.6052781,BAU,HC,17.10238078108754,0.6389827773315185,4950297119811.784,417402681.0450807,422210.8413487471,9,653229939.6052781
2047,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,590938849.1639888,BAU,HC,17.10238078108754,0.6389827773315185,4478243732626.594,377599747.0718969,381949.4079557222,10,590938849.1639888
2048,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,532386930.68967426,BAU,HC,17.10238078108754,0.6389827773315185,4034526481151.563,340186079.58709073,344104.76357741683,11,532386930.68967426
2049,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,477992138.28885555,BAU,HC,17.10238078108754,0.6389827773315185,3622312698793.0225,305428744.0664442,308947.0500800569,12,477992138.28885555
2050,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,427578837.14536697,BAU,HC,17.10238078108754,0.6389827773315185,3240271392478.104,273215512.8873277,276362.7470644575,13,427578837.14536697
2051,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,377581690.88984126,BAU,HC,17.10238078108754,0.6389827773315185,2861383784759.0015,241268197.51432168,244047.42300209525,14,377581690.88984126
2052,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,331591008.2586366,BAU,HC,17.10238078108754,0.6389827773315185,2512857898292.4365,211880943.39526212,214321.65014536193,15,331591008.2586366
2053,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,289585494.12153035,BAU,HC,17.10238078108754,0.6389827773315185,2194532354648.8303,185040143.3086956,187171.66452799874,16,289585494.12153035
2054,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,251419799.74551705,BAU,HC,17.10238078108754,0.6389827773315185,1905305674286.691,0.0,162503.52095991187,17,0.0
2055,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,217140082.00901228,BAU,HC,17.10238078108754,0.6389827773315185,1645527642554.8315,0.0,140347.0526335016,18,0.0
2056,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,186725199.51130342,BAU,HC,17.10238078108754,0.6389827773315185,1415038046014.2913,0.0,120688.5949445589,19,0.0
2057,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,173456555.52787894,BAU,HC,17.10238078108754,0.6389827773315185,1314485811475.4941,0.0,112112.4948607449,20,0.0
2058,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,160815356.59794602,BAU,HC,17.10238078108754,0.6389827773315185,1218688471427.6267,0.0,103941.9397280623,21,0.0
2059,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,148999854.95285916,BAU,HC,17.10238078108754,0.6389827773315185,1129148417892.805,0.0,96305.06856207734,22,0.0
2060,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,138167261.57342574,BAU,HC,17.10238078108754,0.6389827773315185,1047057024717.0656,0.0,89303.49363811853,23,0.0
2061,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,128395116.45069388,BAU,HC,17.10238078108754,0.6389827773315185,973001904272.535,0.0,82987.33241540451,24,0.0
2062,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,119705361.08312577,BAU,HC,17.10238078108754,0.6389827773315185,907149333286.6815,0.0,77370.76663602107,25,0.0
2063,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,112074902.15194224,BAU,HC,17.10238078108754,0.6389827773315185,849324306324.9584,0.0,72438.8700864557,26,0.0
2064,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,105441879.43939841,BAU,HC,17.10238078108754,0.6389827773315185,799058035233.0469,0.0,68151.65982502657,27,0.0
2065,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,99723790.78521036,BAU,HC,17.10238078108754,0.6389827773315185,755725303403.9456,0.0,64455.81112732252,28,0.0
2066,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,94820110.45002033,BAU,HC,17.10238078108754,0.6389827773315185,718564308219.8652,0.0,61286.34984807231,29,0.0
2067,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,90629781.4114555,BAU,HC,17.10238078108754,0.6389827773315185,686809220902.2115,0.0,58577.958450749626,30,0.0
2068,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,87048029.82062738,BAU,HC,17.10238078108754,0.6389827773315185,659666045874.6375,0.0,56262.917052647834,31,0.0
2069,Class 4-6 Vocational,Class 4 Step Van,Local-Regional,Diesel CI,2037-new,83975391.72270313,BAU,HC,17.10238078108754,0.6389827773315185,636381026918.572,0.0,54276.93778588501,32,0.0
2037,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,397316392.62760997,BAU,HC,35.965358525684174,0.9989382708836809,1431771937702.9849,396894550.24516636,115253.34566927717,0,397316392.62760997
2038,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,369573073.02330464,BAU,HC,35.965358525684174,0.9989382708836809,1331795930658.6453,369180686.53106827,104969.4916626531,1,369573073.02330464
2039,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,343489578.24309266,BAU,HC,35.965358525684174,0.9989382708836809,1237801279150.4392,343124885.3567198,95482.75287238572,2,343489578.24309266
2040,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,318758522.9177437,BAU,HC,35.965358525684174,0.9989382708836809,1148680287261.7344,318420087.71288705,86679.41447677047,3,318758522.9177437
2041,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,293913219.86702675,BAU,HC,35.965358525684174,0.9989382708836809,1059147591526.5149,293601163.64382285,79923.27725659081,4,293913219.86702675
2042,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,271496071.3523933,BAU,HC,35.965358525684174,0.9989382708836809,978365009276.8696,271207816.06847227,73827.42360003259,5,271496071.3523933
2043,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,250061477.77717265,BAU,HC,35.965358525684174,0.9989382708836809,901123168400.1108,249795980.22534686,67998.75428747236,6,250061477.77717265
2044,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,229162997.822232,BAU,HC,35.965358525684174,0.9989382708836809,825813270053.7393,228919688.79506117,62315.869358255164,7,229162997.822232
2045,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,209221458.07094523,BAU,HC,35.965358525684174,0.9989382708836809,753951807651.8055,208999321.55715257,56893.20340540525,8,209221458.07094523
2046,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,190232687.4675012,BAU,HC,35.965358525684174,0.9989382708836809,685523750350.4486,190030711.88434133,51729.62220144485,9,190232687.4675012
2047,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,172092365.32138526,BAU,HC,35.965358525684174,0.9989382708836809,620153167430.5433,171909649.84642732,46796.7580143088,10,172092365.32138526
2048,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,155040959.48031577,BAU,HC,35.965358525684174,0.9989382708836809,558706610392.787,154876347.97941348,42160.00082023971,11,155040959.48031577
2049,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,139200185.94060743,BAU,HC,35.965358525684174,0.9989382708836809,501622695793.472,139052393.05019724,37852.448624575394,12,139200185.94060743
2050,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,124518896.58263753,BAU,HC,35.965358525684174,0.9989382708836809,448717105935.9191,124386691.24460383,33860.192813924456,13,124518896.58263753
2051,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,109958799.25513053,BAU,HC,35.965358525684174,0.9989382708836809,396248244467.9061,109842052.79636587,29900.892527548196,14,109958799.25513053
2052,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,96565458.52631205,BAU,HC,35.965358525684174,0.9989382708836809,347983914670.6961,96462932.16736397,26258.86620105073,15,96565458.52631205
2053,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,84332672.85885724,BAU,HC,35.965358525684174,0.9989382708836809,303901768644.0336,84243134.40462598,22932.42746187878,16,84332672.85885724
2054,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,73218114.00290605,BAU,HC,35.965358525684174,0.9989382708836809,263849272031.30447,0.0,19910.066067482236,17,0.0
2055,Class 4-6 Vocational,Class 6 Box Truck,Last-mile,Battery Electric,2037-new,63235223.698485635,BAU,HC,35.965358525684174,0.9989382708836809,227874863574.33234,0.0,17195.43720531912,18,0.0
